order	reading	surface1	surface2	surface3	surface4	source_id	update_no	update_date	improved
2	はんばーぐやく	ハンバーグ	焼く			ATOK-01193	14	2024/04/09	ハンバーグ/焼く
2	はーどうぇあでこーだー	ハードウェア	デコーダー			ATOK-02008	1	2023/02/01	ハードウェア/デコーダー
2	ばいわいやりんぐ	バイ	ワイヤリング			ATOK-00793	22	2024/12/05	バイ/ワイヤリング
2	ばすていき	バス	定期			ATOK-01126	15	2024/05/09	バス/定期
2	ばすこうしゃ	バス	降車			ATOK-01304	12	2024/02/01	バス/降車
2	ばすくふう	バスク	風			ATOK-01081	16	2024/06/06	バスク/風
2	ばっくはぐ	バック	ハグ			ATOK-01484	9	2023/10/10	バック/ハグ
2	ばってりーぼうちょう	バッテリー	膨張			ATOK-00736	23	2025/02/03	バッテリー/膨張
2	ばねじょうすう	バネ	定数			ATOK-01306	12	2024/02/01	バネ/定数
2	ばふきいてる	バフ	効いてる			ATOK-00696	24	2025/03/06	バフ/効いてる
2	ばーぐるえんしょう	バーグルエン	賞			ATOK-02007	1	2023/02/01	バーグルエン/賞
2	ばーじょんさい	バージョン	差異			ATOK-01302	12	2024/02/01	バージョン/差異
2	ばーじょんはあっています	バージョンは	合っています			ATOK-00830	21	2024/11/07	バージョンは/合っています
2	ぱいるこうほう	パイル	工法			ATOK-01303	12	2024/02/01	パイル/工法
2	ぱすわーどべっそう	パスワード	別送			ATOK-00544	27	2025/06/05	パスワード/別送
2	ぱりっとしたかわ	パリッとした	皮			ATOK-01485	9	2023/10/10	パリッとした/皮
2	ぱりぴしよう	パリピ	仕様			ATOK-00493	28	2025/07/08	パリピ/仕様
2	ぱんけーきやく	パンケーキ	焼く			ATOK-00238	33	2025/12/04	パンケーキ/焼く
2	ぱんでみっくいこうに	パンデミック	以降に			ATOK-00843	21	2024/11/07	パンデミック/以降に
2	びじたーせん	ビジター	戦			ATOK-01486	9	2023/10/10	ビジター/戦
2	びじゅたん	ビジュ	担			ATOK-00586	26	2025/05/08	ビジュ/担
2	びじゅあるのべる	ビジュアル	ノベル			ATOK-01127	15	2024/05/09	ビジュアル/ノベル
2	ふぁんとむらいだー	ファントム	ライダー			ATOK-00291	32	2025/11/06	ファントム/ライダー
2	ふぃるたーしよう	フィルター	使用			ATOK-01671	6	2023/07/04	フィルター/使用
2	ふぇれにうすほう	フェレニウス	法			ATOK-00737	23	2025/02/03	フェレニウス/法
2	ふぉーむにいこう	フォームに	移行			ATOK-00840	21	2024/11/07	フォームに/移行
2	ふっとぺぐ	フット	ペグ			ATOK-00192	34	2026/02/02	フット/ペグ
2	ふらいぱんむし	フライパン	蒸し			ATOK-01560	8	2023/09/05	フライパン/蒸し
2	ふるちゅーん	フル	チューン			ATOK-01087	16	2024/06/06	フル/チューン
2	ふれきかん	フレキ	管			ATOK-01086	16	2024/06/06	フレキ/管
2	ふろんとじんが	フロント	陣が			ATOK-01561	8	2023/09/05	フロント/陣が
2	ぶらんちきって	ブランチ	切って			ATOK-01310	12	2024/02/01	ブランチ/切って
2	ぶらんでぃんぐこうじょう	ブランディング	向上			ATOK-00986	18	2024/08/06	ブランディング/向上
2	ぶらんでーでつけました	ブランデーで	漬けました			ATOK-00240	33	2025/12/04	ブランデーで/漬けました
2	ぶるがりあきん	ブルガリア	菌			ATOK-00738	23	2025/02/03	ブルガリア/菌
2	ぶるしっとじょぶ	ブルシット	ジョブ			ATOK-00294	32	2025/11/06	ブルシット/ジョブ
2	ぷちがとー	プチ	ガトー			ATOK-00341	31	2025/10/07	プチ/ガトー
2	ぷちきぎょう	プチ	起業			ATOK-01195	14	2024/04/09	プチ/起業
2	ぷとれまいおすごせい	プトレマイオス	五世			ATOK-02018	1	2023/02/01	プトレマイオス/五世
2	ぷらんとはいかん	プラント	配管			ATOK-01873	3	2023/04/06	プラント/配管
2	ぷれーさいかい	プレー	再開			ATOK-01675	6	2023/07/04	プレー/再開
2	ぷろばいだりょう	プロバイダ	料			ATOK-00445	29	2025/08/05	プロバイダ/料
2	ぷろぱがんだせん	プロパガンダ	戦			ATOK-00388	30	2025/09/04	プロパガンダ/戦
2	ぷろふちょう	プロフ	帳			ATOK-00589	26	2025/05/08	プロフ/帳
2	ぷーぱっぽんかれー	プーパッポン	カレー			ATOK-01806	4	2023/05/09	プーパッポン/カレー
2	へっだーぎょう	ヘッダー	行			ATOK-01562	8	2023/09/05	ヘッダー/行
2	べてらんのかん	ベテランの	勘			ATOK-00095	36	2026/04/09	ベテランの/勘
2	ぺーじおれ	ページ	折れ			ATOK-01366	11	2023/12/07	ページ/折れ
2	ぺーるかん	ペール	缶			ATOK-01747	5	2023/06/06	ペール/缶
2	ぼたんれんだ	ボタン	連打			ATOK-01679	6	2023/07/04	ボタン/連打
2	ぼーなすはいった	ボーナス	入った			ATOK-00937	19	2024/09/05	ボーナス/入った
2	まいどらいぶ	マイ	ドライブ			ATOK-01313	12	2024/02/01	マイ/ドライブ
2	まいくがひろう	マイクが	拾う			ATOK-00741	23	2025/02/03	マイクが/拾う
2	まいくろほうじん	マイクロ	法人			ATOK-00798	22	2024/12/05	マイクロ/法人
2	まいなすふごう	マイナス	符号			ATOK-01930	2	2023/03/07	マイナス/符号
2	まぐにふぃせんとせぶん	マグニフィセント	セブン			ATOK-01196	14	2024/04/09	マグニフィセント/セブン
2	ますきんぐえき	マスキング	液			ATOK-01197	14	2024/04/09	マスキング/液
2	まっしゅどぽてと	マッシュド	ポテト			ATOK-02024	1	2023/02/01	マッシュド/ポテト
2	まるちぎが	マルチ	ギガ			ATOK-01314	12	2024/02/01	マルチ/ギガ
2	まるちがい	マルチ	買い			ATOK-00297	32	2025/11/06	マルチ/買い
2	まーくだうんきほう	マークダウン	記法			ATOK-00343	31	2025/10/07	マークダウン/記法
2	みすじにく	ミスジ	肉			ATOK-01134	15	2024/05/09	ミスジ/肉
2	みっしょんかんりょう	ミッション	完了			ATOK-00344	31	2025/10/07	ミッション/完了
2	みらーはそん	ミラー	破損			ATOK-02025	1	2023/02/01	ミラー/破損
2	みるくらて	ミルク	ラテ			ATOK-01493	9	2023/10/10	ミルク/ラテ
2	めいんはる	メイン	張る			ATOK-01136	15	2024/05/09	メイン/張る
2	めかもの	メカ	もの			ATOK-01040	17	2024/07/04	メカ/もの
2	めがじょっき	メガ	ジョッキ			ATOK-00990	18	2024/08/06	メガ/ジョッキ
2	めがべんちゃー	メガ	ベンチャー			ATOK-01041	17	2024/07/04	メガ/ベンチャー
2	めもりはいこーだ	メモリ	ハイコーダ			ATOK-00743	23	2025/02/03	メモリ/ハイコーダ
2	めもりせんゆうりょう	メモリ	占有量			ATOK-00396	30	2025/09/04	メモリ/占有量
2	めろいっくさいん	メロイック	サイン			ATOK-01137	15	2024/05/09	メロイック/サイン
2	めんぱしょうひ	メンパ	消費			ATOK-00047	37	2026/05/12	メンパ/消費
2	めーるにていっぽう	メールにて	一報			ATOK-00097	36	2026/04/09	メールにて/一報
2	もちもちのき	モチモチの	木			ATOK-01811	4	2023/05/09	モチモチの/木
2	やんにょむけじゃん	ヤンニョム	ケジャン			ATOK-00198	34	2026/02/02	ヤンニョム/ケジャン
2	ゆにっくしゃ	ユニック	車			ATOK-01259	13	2024/03/07	ユニック/車
2	よーろっぱちょう	ヨーロッパ	調			ATOK-01497	9	2023/10/10	ヨーロッパ/調
2	らいせんすしょう	ライセンス	証			ATOK-00992	18	2024/08/06	ライセンス/証
2	らいとぜい	ライト	勢			ATOK-00499	28	2025/07/08	ライト/勢
2	らいばるぜい	ライバル	勢			ATOK-00346	31	2025/10/07	ライバル/勢
2	らすぼすかん	ラスボス	感			ATOK-01814	4	2023/05/09	ラスボス/感
2	らっくのちゅうだん	ラックの	中段			ATOK-00448	29	2025/08/05	ラックの/中段
2	らっしゅたい	ラッシュ	帯			ATOK-00449	29	2025/08/05	ラッシュ/帯
2	らふえ	ラフ	絵			ATOK-00248	33	2025/12/04	ラフ/絵
2	らぶらぶかん	ラブラブ	感			ATOK-00249	33	2025/12/04	ラブラブ/感
2	りあるおし	リアル	推し			ATOK-01319	12	2024/02/01	リアル/推し
2	りすぺくとをかく	リスペクトを	欠く			ATOK-00597	26	2025/05/08	リスペクトを/欠く
2	りそーすさいて	リソース	割いて			ATOK-01141	15	2024/05/09	リソース/割いて
2	りねんだい	リネン	代			ATOK-01752	5	2023/06/06	リネン/代
2	りみっとごえ	リミット	超え			ATOK-00649	25	2025/04/08	リミット/超え
2	りゅーこがーねっと	リューコ	ガーネット			ATOK-01937	2	2023/03/07	リューコ/ガーネット
2	りゅーとひき	リュート	弾き			ATOK-00048	37	2026/05/12	リュート/弾き
2	るいべづけ	ルイベ	漬け			ATOK-01262	13	2024/03/07	ルイベ/漬け
2	るぱんさんじょう	ルパン	参上			ATOK-00347	31	2025/10/07	ルパン/参上
2	るーとず	ルート	図			ATOK-01753	5	2023/06/06	ルート/図
2	るーぷぶん	ループ	文			ATOK-00200	34	2026/02/02	ループ/文
2	れあしゃ	レア	車			ATOK-01374	11	2023/12/07	レア/車
2	れっかーよんで	レッカー	呼んで			ATOK-00050	37	2026/05/12	レッカー/呼んで
2	れべるたい	レベル	帯			ATOK-01880	3	2023/04/06	レベル/帯
2	れんちんむし	レンチン	蒸し			ATOK-00099	36	2026/04/09	レンチン/蒸し
2	れんとげんにうつらない	レントゲンに	写らない			ATOK-00599	26	2025/05/08	レントゲンに/写らない
2	れーだーはを	レーダー	波を			ATOK-00943	19	2024/09/05	レーダー/波を
2	ろうたいぷ	ロウ	タイプ			ATOK-01376	11	2023/12/07	ロウ/タイプ
2	ろぐをかけ	ログを	書け			ATOK-00349	31	2025/10/07	ログを/書け
2	ろぐいんしこう	ログイン	試行			ATOK-01320	12	2024/02/01	ログイン/試行
2	ろぐぼかくとく	ログボ	獲得			ATOK-00700	24	2025/03/06	ログボ/獲得
2	ろけちめぐり	ロケ地	巡り			ATOK-00893	20	2024/10/08	ロケ地/巡り
2	ろばすとねすず	ロバストネス	図			ATOK-01626	7	2023/08/03	ロバストネス/図
2	ろんげにしようと	ロン毛に	しようと			ATOK-01938	2	2023/03/07	ロン毛に/しようと
2	わいどもにた	ワイド	モニタ			ATOK-01688	6	2023/07/04	ワイド/モニタ
2	わいやれすでばっぐ	ワイヤレス	デバッグ			ATOK-00993	18	2024/08/06	ワイヤレス/デバッグ
2	いっぽうをいれる	一報を	入れる			ATOK-01822	3	2023/04/06	一報を/入れる
2	いちじずつ	一字	ずつ			ATOK-01444	9	2023/10/10	一字/ずつ
2	いっかそうでん	一家	相伝			ATOK-00302	31	2025/10/07	一家/相伝
2	いっぽんせん	一本	線			ATOK-00553	26	2025/05/08	一本/線
2	いっとうがり	一棟	借り			ATOK-00947	18	2024/08/06	一棟/借り
2	いっとうがし	一棟	貸し			ATOK-01151	14	2024/04/09	一棟/貸し
2	いちばんからい	一番	辛い			ATOK-01759	4	2023/05/09	一番/辛い
2	いっぱつつも	一発	ツモ			ATOK-01322	11	2023/12/07	一発/ツモ
2	いっきゅうせいびし	一級	整備士			ATOK-00403	29	2025/08/05	一級/整備士
2	いっしょにまとうね	一緒に	待とうね			ATOK-00254	32	2025/11/06	一緒に/待とうね
2	いっぱんこうさ	一般	公差			ATOK-00702	23	2025/02/03	一般/公差
2	いっせんやき	一銭	焼き			ATOK-00055	36	2026/04/09	一銭/焼き
2	さんれんちゃん	三	連チャン			ATOK-01340	11	2023/12/07	三/連チャン
2	みいのばんしょう	三井の	晩鐘			ATOK-00244	33	2025/12/04	三井の/晩鐘
2	さんそうすぽんじ	三層	スポンジ			ATOK-00171	34	2026/02/02	三層/スポンジ
2	みはるのたきざくら	三春の	滝桜			ATOK-00594	26	2025/05/08	三春の/滝桜
2	さんがつはさる	三月は	去る			ATOK-00716	23	2025/02/03	三月は/去る
2	さんじそうさく	三次	創作			ATOK-00477	28	2025/07/08	三次/創作
2	さんぽあるくと	三歩	歩くと			ATOK-01339	11	2023/12/07	三歩/歩くと
2	さんだんぼっくす	三段	ボックス			ATOK-01110	15	2024/05/09	三段/ボックス
2	さんだんかつよう	三段	活用			ATOK-01781	4	2023/05/09	三段/活用
2	さんてんもり	三点	盛り			ATOK-01644	6	2023/07/04	三点/盛り
2	さんぎょうでかんけつに	三行で	簡潔に			ATOK-00622	25	2025/04/08	三行で/簡潔に
2	さんりんとらっく	三輪	トラック			ATOK-00373	30	2025/09/04	三輪/トラック
2	じょうとげ	上と	下			ATOK-01466	9	2023/10/10	上と/下
2	うえにとつ	上に	凸			ATOK-01152	14	2024/04/09	上に/凸
2	うえにはおれる	上に	羽織れる			ATOK-01153	14	2024/04/09	上に/羽織れる
2	じょうきょうよてい	上京	予定			ATOK-00866	20	2024/10/08	上京/予定
2	じょうほうちかんほう	上方	置換法			ATOK-00971	18	2024/08/06	上方/置換法
2	かみがたとえど	上方と	江戸			ATOK-00307	31	2025/10/07	上方と/江戸
2	じょうていしょ	上程	書			ATOK-00321	31	2025/10/07	上程/書
2	かいぐれーど	下位	グレード			ATOK-00258	32	2025/11/06	下位/グレード
2	かいれいやー	下位	レイヤー			ATOK-00406	29	2025/08/05	下位/レイヤー
2	したづみげんきん	下積み	厳禁			ATOK-00967	18	2024/08/06	下積み/厳禁
2	ふかしもじ	不可視	文字			ATOK-00092	36	2026/04/09	不可視/文字
2	ふざいにもつ	不在	荷物			ATOK-01129	15	2024/05/09	不在/荷物
2	ふしんなさいと	不審な	サイト			ATOK-02017	1	2023/02/01	不審な/サイト
2	ふめいなてんとうが	不明な	点等が			ATOK-00985	18	2024/08/06	不明な/点等が
2	よのことわり	世の	理			ATOK-00298	32	2025/11/06	世の/理
2	りょうきょくたんにふれる	両極端に	振れる			ATOK-00300	32	2025/11/06	両極端に/振れる
2	ちゅういりこーひー	中煎り	コーヒー			ATOK-00381	30	2025/09/04	中煎り/コーヒー
2	ちゅうきんりょうよう	中近	両用			ATOK-01544	8	2023/09/05	中近/両用
2	まるなげかん	丸投げ	感			ATOK-00888	20	2024/10/08	丸投げ/感
2	しゅおんげん	主	音源			ATOK-01229	13	2024/03/07	主/音源
2	しゅようべんだ	主要	ベンダ			ATOK-01647	6	2023/07/04	主要/ベンダ
2	くようもん	九曜	紋			ATOK-01276	12	2024/02/01	九曜/紋
2	らんちょうらくちょう	乱丁	落丁			ATOK-01318	12	2024/02/01	乱丁/落丁
2	りょうしょうのもと	了承の	下			ATOK-01093	16	2024/06/06	了承の/下
2	よじつさい	予実	差異			ATOK-01623	7	2023/08/03	予実/差異
2	よじつひょう	予実	表			ATOK-00991	18	2024/08/06	予実/表
2	にだいもち	二台	持ち			ATOK-01667	6	2023/07/04	二台/持ち
2	にだいはばつ	二大	派閥			ATOK-01926	2	2023/03/07	二大/派閥
2	にどおし	二度	押し			ATOK-01030	17	2024/07/04	二度/押し
2	にてさんて	二手	三手			ATOK-01029	17	2024/07/04	二手/三手
2	にじかがい	二次	加害			ATOK-01803	4	2023/05/09	二次/加害
2	にげんはこくご	二限は	国語			ATOK-02005	1	2023/02/01	二限は/国語
2	たがいにそ	互いに	素			ATOK-00226	33	2025/12/04	互いに/素
2	ごかんこんとろーらー	互換	コントローラー			ATOK-00619	25	2025/04/08	互換/コントローラー
2	ごぶんけい	五	文型			ATOK-00475	28	2025/07/08	五/文型
2	こうふつうちしょ	交付	通知書			ATOK-00166	34	2026/02/02	交付/通知書
2	こうかんてすうりょう	交換	手数料			ATOK-01771	4	2023/05/09	交換/手数料
2	こうりゅうけいえすえぬえす	交流系	SNS			ATOK-00366	30	2025/09/04	交流系/SNS
2	こうちょくきりかえ	交直	切り替え			ATOK-00016	37	2026/05/12	交直/切り替え
2	きょうとしせい	京都	市政			ATOK-00413	29	2025/08/05	京都/市政
2	じんたいずかん	人体	図鑑			ATOK-01977	1	2023/02/01	人体/図鑑
2	じんぶんち	人文	知			ATOK-00630	25	2025/04/08	人文/知
2	じんちをつくして	人知を	尽くして			ATOK-01403	10	2023/11/07	人知を/尽くして
2	いまでさきなので、	今	出先なので、			ATOK-00655	24	2025/03/06	今/出先なので、
2	きょうむりそう	今日	無理そう			ATOK-00906	19	2024/09/05	今日/無理そう
2	かいごきゅう	介護	休			ATOK-00461	28	2025/07/08	介護/休
2	かいごきゅうしょくで	介護	休職で			ATOK-01510	8	2023/09/05	介護/休職で
2	しごとのえんちょうのようだ	仕事の	延長のようだ			ATOK-01907	2	2023/03/07	仕事の/延長のようだ
2	しごとをきられる	仕事を	切られる			ATOK-00520	27	2025/06/05	仕事を/切られる
2	しわけかんりょう	仕分け	完了			ATOK-00430	29	2025/08/05	仕分け/完了
2	しようのねじれ	仕様の	ねじれ			ATOK-00028	37	2026/05/12	仕様の/ねじれ
2	だいすうかいせきがく	代数	解析学			ATOK-00533	27	2025/06/05	代数/解析学
2	だいしゃとくやく	代車	特約			ATOK-00087	36	2026/04/09	代車/特約
2	れいわらいだー	令和	ライダー			ATOK-00745	23	2025/02/03	令和/ライダー
2	かりはいち	仮	配置			ATOK-01577	7	2023/08/03	仮/配置
2	きぎょうのかぶか	企業の	株価			ATOK-01831	3	2023/04/06	企業の/株価
2	きゅうしょくあけ	休職	明け			ATOK-00560	26	2025/05/08	休職/明け
2	かいしゃもより	会社	最寄り			ATOK-00557	26	2025/05/08	会社/最寄り
2	かいしゃたいよ	会社	貸与			ATOK-01760	4	2023/05/09	会社/貸与
2	かいぎのどうがです	会議の	動画です			ATOK-01949	1	2023/02/01	会議の/動画です
2	でんけんちく	伝建	地区			ATOK-01860	3	2023/04/06	伝建/地区
2	でんねつせい	伝熱	性			ATOK-01120	15	2024/05/09	伝熱/性
2	でんぶんちょう	伝聞	調			ATOK-01247	13	2024/03/07	伝聞/調
2	しんしゅくぼう	伸縮	棒			ATOK-01596	7	2023/08/03	伸縮/棒
2	いちしゅうせい	位置	修正			ATOK-01820	3	2023/04/06	位置/修正
2	いちこてい	位置	固定			ATOK-01758	4	2023/05/09	位置/固定
2	いちけんち	位置	検知			ATOK-00654	24	2025/03/06	位置/検知
2	ていをなしていない	体を	なしていない			ATOK-00636	25	2025/04/08	体を/なしていない
2	たいかんきたえられそう	体幹	鍛えられそう			ATOK-00724	23	2025/02/03	体幹/鍛えられそう
2	たいそせいそくてい	体組成	測定			ATOK-01471	9	2023/10/10	体組成/測定
2	たいいくかんりようしょ	体育館	利用書			ATOK-00125	35	2026/03/05	体育館/利用書
2	たいしぼうはかれるの	体脂肪	測れるの			ATOK-00283	32	2025/11/06	体脂肪/測れるの
2	なにつかってたの	何	使ってたの			ATOK-00732	23	2025/02/03	何/使ってたの
2	なにかいとが	何か	意図が			ATOK-01076	16	2024/06/06	何か/意図が
2	なんのかんじょうも	何の	感情も			ATOK-01925	2	2023/03/07	何の/感情も
2	なんこいるの	何個	いるの			ATOK-00543	27	2025/06/05	何個/いるの
2	なんぶんのいちかは	何分の	一かは			ATOK-00334	31	2025/10/07	何分の/一かは
2	なんじおき	何時	起き			ATOK-01480	9	2023/10/10	何時/起き
2	なんじにこい	何時に	来い			ATOK-01358	11	2023/12/07	何時に/来い
2	つかいまわしがきく	使い回しが	利く			ATOK-00977	18	2024/08/06	使い回しが/利く
2	つかわれているときいたけど	使われていると	聞いたけど			ATOK-00812	21	2024/11/07	使われていると/聞いたけど
2	しとぱうろは	使徒	パウロは			ATOK-01848	3	2023/04/06	使徒/パウロは
2	しとうちわけ	使途	内訳			ATOK-01176	14	2024/04/09	使途/内訳
2	いらいずみ	依頼	済み			ATOK-01823	3	2023/04/06	依頼/済み
2	かかりのひと	係の	人			ATOK-01889	2	2023/03/07	係の/人
2	ほけんこうかいじ	保険	更改時			ATOK-00295	32	2025/11/06	保険/更改時
2	しゅうしそつ	修士	卒			ATOK-00625	25	2025/04/08	修士/卒
2	しゅうけんとそつけん	修検と	卒検			ATOK-01533	8	2023/09/05	修検と/卒検
2	おれんちこい	俺んち	来い			ATOK-00850	20	2024/10/08	俺んち/来い
2	いだいなおう	偉大な	王			ATOK-01150	14	2024/04/09	偉大な/王
2	ていさつききゅう	偵察	気球			ATOK-01859	3	2023/04/06	偵察/気球
2	にせはたさくせん	偽旗	作戦			ATOK-01124	15	2024/05/09	偽旗/作戦
2	ぼうせんひっしゃ	傍線	筆者			ATOK-00342	31	2025/10/07	傍線/筆者
2	ぼうちょうかのう	傍聴	可能			ATOK-00988	18	2024/08/06	傍聴/可能
2	そうじょうへんじょう	僧正	遍昭			ATOK-01540	8	2023/09/05	僧正/遍昭
2	じゅうでんのへり	充電の	減り			ATOK-00320	31	2025/10/07	充電の/減り
2	じゅうでんしきかいろ	充電式	カイロ			ATOK-00628	25	2025/04/08	充電式/カイロ
2	せんだいこうてい	先代	皇帝			ATOK-00870	20	2024/10/08	先代/皇帝
2	せんぽうもち	先方	持ち			ATOK-00573	26	2025/05/08	先方/持ち
2	じどうめいぼ	児童	名簿			ATOK-01532	8	2023/09/05	児童/名簿
2	とうしゅこうせん	党首	公選			ATOK-01861	3	2023/04/06	党首/公選
2	にゅうしゅったい	入	出退			ATOK-00734	23	2025/02/03	入/出退
2	いりもでも	入りも	出も			ATOK-01047	16	2024/06/06	入りも/出も
2	はいりこむすき	入り込む	隙			ATOK-01192	14	2024/04/09	入り込む/隙
2	いれここうぞうの	入れ子	構造の			ATOK-01946	1	2023/02/01	入れ子/構造の
2	にゅういんがいちりょう	入院外	治療			ATOK-00336	31	2025/10/07	入院外/治療
2	ぜんせんりょく	全	戦力			ATOK-01986	1	2023/02/01	全/戦力
2	ぜんけんおーそり	全件	オーソリ			ATOK-00325	31	2025/10/07	全件/オーソリ
2	ぜんいんてきだ	全員	敵だ			ATOK-00282	32	2025/11/06	全員/敵だ
2	ぜんしゃおうだんてきな	全社	横断的な			ATOK-01291	12	2024/02/01	全社/横断的な
2	ぜんしんにきく	全身に	効く			ATOK-00223	33	2025/12/04	全身に/効く
2	ぜんぶよめ	全部	読め			ATOK-00922	19	2024/09/05	全部/読め
2	こうきゅうしゅっきん	公休	出勤			ATOK-00015	37	2026/05/12	公休/出勤
2	こうしきさん	公式	さん			ATOK-01900	2	2023/03/07	公式/さん
2	こうしゅうきつえんじょ	公衆	喫煙所			ATOK-00423	29	2025/08/05	公衆/喫煙所
2	こうどうそうこうよう	公道	走行用			ATOK-00165	34	2026/02/02	公道/走行用
2	きょうてもし	共テ	模試			ATOK-00513	27	2025/06/05	共テ/模試
2	きょうようぶしょうめい	共用部	照明			ATOK-00361	30	2025/09/04	共用部/照明
2	きょうめいきよたい	共鳴	寄与体			ATOK-00157	34	2026/02/02	共鳴/寄与体
2	ぐたいてきにつめたい	具体的に	詰めたい			ATOK-00363	30	2025/09/04	具体的に/詰めたい
2	うちがわからかわれる	内側から	変われる			ATOK-00554	26	2025/05/08	内側から/変われる
2	ないようりょうほう	内用	療法			ATOK-01357	11	2023/12/07	内用/療法
2	えんのせっせん	円の	接線			ATOK-01948	1	2023/02/01	円の/接線
2	えんかけっさい	円貨	決済			ATOK-01268	12	2024/02/01	円貨/決済
2	さいぺありんぐ	再	ペアリング			ATOK-01223	13	2024/03/07	再/ペアリング
2	さいこくち	再	告知			ATOK-01903	2	2023/03/07	再/告知
2	さいてつづき	再	手続き			ATOK-01641	6	2023/07/04	再/手続き
2	さいついしけん	再	追試験			ATOK-01778	4	2023/05/09	再/追試験
2	さいえねふかきん	再エネ	賦課金			ATOK-01844	3	2023/04/06	再エネ/賦課金
2	さいしゅうせいちゅう	再修正	中			ATOK-01904	2	2023/03/07	再修正/中
2	さいほうえいぶん	再放映	分			ATOK-01779	4	2023/05/09	再放映/分
2	さいこうちゅう	再考	中			ATOK-01063	16	2024/06/06	再考/中
2	さいこうのうえ、	再考の	上、			ATOK-00670	24	2025/03/06	再考の/上、
2	さいきどうよう	再起動	用			ATOK-01777	4	2023/05/09	再起動/用
2	さいそうじ	再送	時			ATOK-00671	24	2025/03/06	再送/時
2	かんすいたいさく	冠水	対策			ATOK-00006	37	2026/05/12	冠水/対策
2	ふゆめし	冬	飯			ATOK-02019	1	2023/02/01	冬/飯
2	ひやしあめ	冷やし	飴			ATOK-00141	35	2026/03/05	冷やし/飴
2	れいしっぷはる	冷湿布	貼る			ATOK-00049	37	2026/05/12	冷湿布/貼る
2	れいせいをかいた	冷静を	欠いた			ATOK-00399	30	2025/09/04	冷静を/欠いた
2	りんとさく	凜と	咲く			ATOK-00942	19	2024/09/05	凜と/咲く
2	しょりおもい	処理	重い			ATOK-01113	15	2024/05/09	処理/重い
2	すいしのひょう	出師の	表			ATOK-01019	17	2024/07/04	出師の/表
2	しゅっけつかいとう	出欠	回答			ATOK-00675	24	2025/03/06	出欠/回答
2	しゅっけつとうろく	出欠	登録			ATOK-00478	28	2025/07/08	出欠/登録
2	しゅっけつれんらく	出欠	連絡			ATOK-01178	14	2024/04/09	出欠/連絡
2	しゅっしゃかいき	出社	回帰			ATOK-00676	24	2025/03/06	出社/回帰
2	しゅったつのぜん	出立の	膳			ATOK-00279	32	2025/11/06	出立の/膳
2	しゅっせいねびき	出精	値引き			ATOK-01593	7	2023/08/03	出精/値引き
2	ぶんしさ	分子	鎖			ATOK-00241	33	2025/12/04	分子/鎖
2	ぶんきちてん	分岐	地点			ATOK-00444	29	2025/08/05	分岐/地点
2	きりさげこうじ	切り下げ	工事			ATOK-01957	1	2023/02/01	切り下げ/工事
2	きってぼん	切手	盆			ATOK-00512	27	2025/06/05	切手/盆
2	けいじじょうのせきにん	刑事上の	責任			ATOK-00114	35	2026/03/05	刑事上の/責任
2	れっとうじしん	列島	地震			ATOK-00400	30	2025/09/04	列島/地震
2	しょねんじきょういく	初年次	教育			ATOK-01789	4	2023/05/09	初年次/教育
2	しょきかごに	初期化	後に			ATOK-01720	5	2023/06/06	初期化/後に
2	しょとうきょういくがく	初等	教育学			ATOK-00220	33	2025/12/04	初等/教育学
2	しょとうこうか	初頭	効果			ATOK-00969	18	2024/08/06	初頭/効果
2	りようしょうかい	利用	照会			ATOK-01625	7	2023/08/03	利用/照会
2	せいかんしーと	制汗	シート			ATOK-01469	9	2023/10/10	制汗/シート
2	ぜんぽうふちゅうし	前方	不注視			ATOK-01601	7	2023/08/03	前方/不注視
2	ぜんじつはく	前日	泊			ATOK-01728	5	2023/06/06	前日/泊
2	ぜんきひぞう	前期比	増			ATOK-01345	11	2023/12/07	前期比/増
2	ぜんぱくち	前泊	地			ATOK-00484	28	2025/07/08	前泊/地
2	ぜんかんじだいの	前漢	時代の			ATOK-01237	13	2024/03/07	前漢/時代の
2	ぜんちしゅうしょく	前置	修飾			ATOK-00269	32	2025/11/06	前置/修飾
2	ぜんしゅうぶんの	前週	分の			ATOK-01292	12	2024/02/01	前週/分の
2	ふくきょうか	副	教科			ATOK-00494	28	2025/07/08	副/教科
2	ふくはんのうちゅうに	副反応	中に			ATOK-01559	8	2023/09/05	副反応/中に
2	ふくじこうか	副次	効果			ATOK-01672	6	2023/07/04	副次/効果
2	われちょこ	割れ	チョコ			ATOK-01378	11	2023/12/07	割れ/チョコ
2	われをしゅうり	割れを	修理			ATOK-00350	31	2025/10/07	割れを/修理
2	かっぷてすうりょう	割賦	手数料			ATOK-00608	25	2025/04/08	割賦/手数料
2	かしつゆにっと	加湿	ユニット			ATOK-01159	14	2024/04/09	加湿/ユニット
2	ろうむしょく	労務	職			ATOK-00500	28	2025/07/08	労務/職
2	ききぐあいは	効き	具合は			ATOK-01165	14	2024/04/09	効き/具合は
2	こうかおんなりっぱなし	効果音	鳴りっぱなし			ATOK-00837	21	2024/11/07	効果音/鳴りっぱなし
2	ゆうしゃのけん	勇者の	剣			ATOK-00890	20	2024/10/08	勇者の/剣
2	どうざかした	動坂	下			ATOK-01740	5	2023/06/06	動坂/下
2	どうしげんけい	動詞	原形			ATOK-01026	17	2024/07/04	動詞/原形
